,Rule 1,Rule 2,Initial clusters,CA Silhoutte,Kmeans Silhoutte,New Clusters,New CA Silhoutte,New Kmeans Silhoutte
0,259526415,3530698098,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
1,259526415,3537028050,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
2,259526415,3537035730,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
3,259526415,3537972705,7,-0.35985551476930455,0.6196104012195134,2,0.017703073411330223,0.7663611080988648
4,259526415,3538955760,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
5,259526415,3539005680,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
6,259526415,3724750095,4,-0.36953665935106766,0.6624775722716753,2,0.17251640419053094,0.7663611080988648
7,259526415,3726716205,6,-0.48808212287640296,0.6356237424292691,2,0.08948276447376657,0.7663611080988648
8,259526415,3777826605,4,-0.5205519749869518,0.6624775722716753,2,0.10638350080486077,0.7663611080988648
9,259526415,3785744805,11,-0.2910729623576517,0.48554235411211316,2,0.029579496258088405,0.7663611080988648
10,259526415,3789677025,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
11,259526415,4027518936,4,-0.45573553769138075,0.6624775722716753,2,0.14687161499347776,0.7663611080988648
12,259526415,4027544304,26,0.08450792453830518,0.20384725553697597,2,0.20883974776755437,0.7663611080988648
13,259526415,4027576335,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
14,259526415,4027576560,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
15,259526415,4030467855,10,-0.30480908458421513,0.4896891491028008,2,-0.06794622107161244,0.7663611080988648
16,259526415,4031508660,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
17,259526415,4034007024,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
18,259526415,4035440880,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
19,259526415,4038389940,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
20,259526415,4039315215,10,-0.3008251527383572,0.4896891491028008,2,0.021397114458987614,0.7663611080988648
21,259526415,4040348370,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
22,259526415,4041289185,5,-0.29982817474161083,0.6348250348539115,2,0.36371986997837946,0.7663611080988648
23,259526415,4042264560,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
24,259526415,4042272240,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
25,259526415,263458575,8,-0.5011104490054819,0.5402522282032921,2,0.005387244754509647,0.7663611080988648
26,259526415,264441615,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
27,259526415,265482450,24,-0.013827364497781505,0.22233355052342438,2,0.019268393159864766,0.7663611080988648
28,259526415,267390795,7,-0.49852056843841364,0.6196104012195134,2,-0.15686502666979107,0.7663611080988648
29,259526415,267416079,3,-0.3974580025014872,0.5206351999771719,2,-0.24803605671203202,0.7663611080988648
30,259526415,267448335,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
31,259526415,267448560,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
32,259526415,505336350,10,-0.38919844843284135,0.4896891491028008,2,0.029814522624802834,0.7663611080988648
33,259526415,517136850,9,-0.33205372214552475,0.4907195480030768,2,0.11411986220310577,0.7663611080988648
34,259526415,521018910,18,-0.1754129807522189,0.33419846180061447,2,0.011475058750492331,0.7663611080988648
35,259526415,570174960,10,-0.34781376705554035,0.4896891491028008,2,0.016441543987322553,0.7663611080988648
36,259526415,695036265,8,-0.45545995899938657,0.5402522282032921,2,0.42238248881730567,0.7663611080988648
37,259526415,755969295,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
38,259526415,756019215,4,-0.22216220897936023,0.6624775722716753,2,0.04575175916031145,0.7663611080988648
39,259526415,757927725,12,-0.46776304909841926,0.45983241876302794,2,0.15171214868697105,0.7663611080988648
40,259526415,757935405,28,0.15625,0.15625,2,0.09936699196852347,0.7663611080988648
41,259526415,764265357,6,-0.4415413591920445,0.6356237424292691,2,0.22319603770434693,0.7663611080988648
42,259526415,764273037,4,-0.3467209623670737,0.6624775722716753,2,0.09865654993077044,0.7663611080988648
43,259526415,921712188,11,-0.5281613972141813,0.48554235411211316,2,0.004427303627998595,0.7663611080988648
44,259526415,1016918172,11,-0.4028029744919722,0.48554235411211316,2,0.02752799795983106,0.7663611080988648
45,259526415,1511938590,14,-0.3729654786210285,0.4595098788709187,2,0.13246703458919484,0.7663611080988648
46,259526415,1259293455,26,0.10239467018459057,0.20384725553697597,2,0.13071769546345502,0.7663611080988648
47,259526415,1259293560,4,-0.1625225841847857,0.6624775722716753,2,0.11371553899321776,0.7663611080988648
48,259526415,1263225615,18,-0.0660527382389949,0.33419846180061447,2,0.013419176266034942,0.7663611080988648
49,259526415,1267157835,2,-0.39765644745258866,0.7663611080988648,2,-0.39765644745258866,0.7663611080988648
50,260509455,260960271,3,0.16535422130269145,0.5206351999771719,2,0.5142271924630639,0.7663611080988648
51,260509455,263458575,12,-0.37667732896350403,0.45983241876302794,2,0.07084690439705504,0.7663611080988648
52,260509455,263458635,3,-0.2667221103380606,0.5206351999771719,2,0.15968614094476355,0.7663611080988648
53,260509455,264441615,28,0.15625,0.15625,2,0.09198216872529072,0.7663611080988648
54,260509455,264499440,26,0.04120939051368931,0.20384725553697597,2,0.3380020736216761,0.7663611080988648
55,260509455,265482450,25,-0.009515045012631541,0.21274725155898905,2,0.32547085900919775,0.7663611080988648
56,260509455,267390735,28,0.15625,0.15625,2,0.09198216872529072,0.7663611080988648
